name,Regression_Owner
cdp.stargate.power_cycling.test_crash.CrashTest~~~Encryption.test_all_svms_crash,Sudharshan
cdp.stargate.power_cycling.test_crash.CrashTest~~~AES.test_all_hypervisors_crash,Sudharshan
cdp.curator.precommit.test_curator_basics.CuratorBasicTest.test_curator_basic_functionality_aes_enabled,Sudharshan
cdp.stargate.aes.brownfield.test_aes_brownfield.AESBrownfield.test_aes_brownfield_verification,Sudharshan
cdp.stargate.enforceftc.test_enforceftc_io.FtcEnforcementIo.test_atfullcapacity_iointegrity,Sudharshan
cdp.stargate.enforceftc.test_enforceftc_io.FtcEnforcementIo.test_atfullcapacity_io,Sudharshan
cdp.stargate.vdiskmigration.test_vdiskmigrate.VdiskMigrationTest.test_vdisk_migrate,Sudharshan
cdp.stargate.vdiskmigration.test_vdiskmigration_integrity.VdiskMigrationIntegrityTest.test_vdiskmigration_copy_integrity,Sudharshan
cdp.stargate.vdiskmigration.test_vdiskmigrate_with_ops.VdiskMigrationOpsTest.test_vdiskmigrate_vdisk_ops,Sudharshan
cdp.stargate.abs.test_parallel_vg_ops.TestVolumeGroupOps.test_volume_group_ops,Sudharshan
cdp.stargate.abs.test_abs_io_integrity_dedup_compression_snapshot.ABSDedupCompressionSnapshotIOIntegrityTest.test_abs_svm_power_cycle_io_integrity,Sudharshan
cdp.stargate.abs.test_abs_failover_failback_io_integrity.ABSFailoverFailbackTest.test_abs_failover_failback_io_integrity,Sudharshan
cdp.stargate.abs.test_abs_toggle_virtual_targets.ABSToggleVirtualTargets.test_abs_toggle_virtual_targets,Sudharshan
cdp.stargate.abs.test_unmap.UnmapTest.test_unmap,Sudharshan
cdp.stargate.power_cycling.test_io_integrity_power_cycling.PowerCyclingIOIntegrityTest.test_io_integrity___svm_power_cycle,Sudharshan
cdp.stargate.power_cycling.test_crash.CrashTest.test_all_hypervisors_crash,Sudharshan
cdp.stargate.flash_mode.common_tests.test_control.ControlTests~~~All_flash.test_basic_control___vg,Sudharshan
cdp.stargate.mixed_io_integrity.test_mixed.TestMixed~~~AES.test_mixed_ft2___ei,Sudharshan
cdp.stargate.oplog_replication_index.test_oplog_replication_index_iointegrity.TestOplogIndexIntegrity.test_oplog_replication_integrity___bg_vm_clone,Sudharshan
cdp.stargate.mixed_io_integrity.test_mixed.TestMixed~~~Encryption.test_mixed_ft2,Sudharshan
cdp.stargate.mixed_io_integrity.test_mixed.TestMixed.test_mixed_ft2,Sudharshan
cdp.stargate.flash_mode.common_tests.test_control.ControlTests~~~All_flash.test_basic_control___vm,Sudharshan
cdp.stargate.enforceftc.test_oru.ORUTest.test_oru___rebuild_node_atfullcapacity,Sudharshan
cdp.stargate.enforceftc.test_oru.ORUTest.test_oru___node_failure,Sudharshan
cdp.stargate.enforceftc.test_oru.ORUTest.test_oru___domain_failure_EI,Sudharshan
mantle.lkm.test_backup.TestBackup.test_lkm_recover___cloud_kms,Sudharshan
mantle.cloud_kms.test_pc.TestPC.test_mantle_cli_crud,Sudharshan
dr.ahv_sync_rep.vg_sync_rep.castor.test_castor_upgrade.CastorUpgradeTest.test_upgrade_to_castor,Sudharshan
dr.ahv_sync_rep.vg_sync_rep.castor.test_castor_scanner.CastorScannerTest.test_castor_scanner_deleted_vg,Sudharshan
awsclusters.snap2s3.flags_and_hateaos_links.test_snap2s3_flags_and_hateaos_links.TestSnap2S3FlagsAndHateaosLinks.test_snap2s3_v4_apis_hateoas_links,Sudharshan
awsclusters.snap2s3.flags_and_hateaos_links.test_snap2s3_flags_and_hateaos_links.TestSnap2S3FlagsAndHateaosLinks.test_snap2s3_v4_apis_flags_metadata,Sudharshan
awsclusters.snap2s3.rbac.test_snap2s3_rbac.TestSnap2S3RBAC~~~Disaster_Recovery_Viewer_No_Scope.test_snap2s3_rbac,Sudharshan
awsclusters.snap2s3.rbac.test_snap2s3_rbac.TestSnap2S3RBAC~~~Disaster_Recovery_Viewer.test_snap2s3_rbac,Sudharshan
awsclusters.snap2s3.rbac.test_snap2s3_rbac.TestSnap2S3RBAC~~~Disaster_Recovery_Admin_No_Scope.test_snap2s3_rbac,Sudharshan
awsclusters.snap2s3.rbac.test_snap2s3_rbac.TestSnap2S3RBAC~~~Disaster_Recovery_Admin.test_snap2s3_rbac,Sudharshan
awsclusters.snap2s3.rbac.test_snap2s3_rbac.TestSnap2S3RBAC~~~Prism_Viewer_No_Scope.test_snap2s3_rbac,Sudharshan
awsclusters.snap2s3.rbac.test_snap2s3_rbac.TestSnap2S3RBAC~~~Prism_Admin_No_Scope.test_snap2s3_rbac,Sudharshan
awsclusters.snap2s3.rbac.test_snap2s3_rbac.TestSnap2S3RBAC~~~Prism_Admin.test_snap2s3_rbac,Sudharshan
awsclusters.snap2s3.rbac.test_snap2s3_rbac.TestSnap2S3RBAC~~~Cluster_Viewer_No_Scope.test_snap2s3_rbac,Sudharshan
awsclusters.snap2s3.rbac.test_snap2s3_rbac.TestSnap2S3RBAC~~~Cluster_Viewer.test_snap2s3_rbac,Sudharshan
awsclusters.snap2s3.rbac.test_snap2s3_rbac.TestSnap2S3RBAC~~~Cluster_Admin_No_Scope.test_snap2s3_rbac,Sudharshan
awsclusters.snap2s3.rbac.test_snap2s3_rbac.TestSnap2S3RBAC~~~Cluster_Admin.test_snap2s3_rbac,Sudharshan
cdp.curator.precommit.test_curator_basics.CuratorBasicTest.test_curator_basic_functionality,Sudharshan
cdp.curator.goldsuite.test_curator_gold_suite.CuratorGoldSuiteTest.test_gold___with_ei,Sudharshan
cdp.curator.goldsuite_iointegrity.test_goldsuite.CuratorGoldSuiteTest.test_gold___node_offline_and_bg_task_retention,Sudharshan
cdp.curator.goldsuite_iointegrity.test_goldsuite.CuratorGoldSuiteTest.test_gold___node_offline,Sudharshan
cdp.curator.goldsuite_iointegrity.test_goldsuite.CuratorGoldSuiteTest.test_gold___disk_offline_and_disk_removal,Sudharshan
cdp.curator.goldsuite_iointegrity.test_goldsuite.CuratorGoldSuiteTest.test_gold___disk_balancing,Sudharshan
cdp.curator.goldsuite_iointegrity.test_goldsuite.CuratorGoldSuiteTest~~~AES.test_gold___multiple_disk_offline_with_disk_removal_rf3_1n_2d,Sudharshan
cdp.curator.goldsuite_iointegrity.test_goldsuite.CuratorGoldSuiteTest.test_gold___multiple_disk_offline_with_disk_removal_rf3_1n_2d,Sudharshan
cdp.stargate.adaptive_rf3.io_integrity.test_adaptive_rf3.AdaptiveRF3IOIntegrity.test_adaptive_rf3___disk_removal_and_node_offline_parallel_with_encryption,Sudharshan
cdp.stargate.adaptive_rf3.io_integrity.test_adaptive_rf3.AdaptiveRF3IOIntegrity.test_adaptive_rf3___multiple_disk_failure,Sudharshan
cdp.stargate.adaptive_rf3.io_integrity.test_adaptive_rf3.AdaptiveRF3IOIntegrity.test_adaptive_rf3___node_offline_disk_offline_parallel,Sudharshan
cdp.stargate.adaptive_rf3.io_integrity.test_adaptive_rf3.AdaptiveRF3IOIntegrity.test_adaptive_rf3___disk_node_removal_sequential,Sudharshan
cdp.stargate.adaptive_rf3.io_integrity.test_adaptive_rf3.AdaptiveRF3IOIntegrity.test_adaptive_rf3___disk_node_removal_sequential_with_usage_beyond_threshold,Sudharshan
cdp.stargate.space_reservation.test_io_integrity_space_reservation.SpaceReservationIOIntegrityTest.test_io_integrity___space_reservation,Sudharshan
cdp.stargate.mixed_io_integrity.test_mixed.TestMixed~~~AES_Brownfield.test_mixed_ft2___ei,Sudharshan
cdp.stargate.mixed_io_integrity.test_mixed.TestMixed~~~AES_Brownfield.test_mixed_snapshot___ei,Sudharshan
cdp.stargate.checksum_regions.test_io_integrity_checksum_size_intermix.ChecksumSizeIntermixIOIntegrityTest.test_io_integrity,Sudharshan
cdp.stargate.mixed_io_integrity.test_mixed.TestMixed.test_mixed___ei_force_egroup_migrations,Sudharshan
cdp.curator.goldsuite_iointegrity.test_goldsuite.CuratorGoldSuiteTest.test_gold___node_removal_add,Sudharshan
cdp.curator.goldsuite.test_curator_gold_suite.CuratorGoldSuiteTest.test_gold___encryption_only,Sudharshan
cdp.curator.goldsuite.test_curator_gold_suite.CuratorGoldSuiteTest.test_gold___all,Sudharshan
cdp.curator.goldsuite_iointegrity.test_goldsuite.CuratorGoldSuiteTest~~~RF1_Support.test_gold___node_removal_add,Sudharshan
cdp.curator.goldsuite_iointegrity.test_goldsuite.CuratorGoldSuiteTest~~~AES.test_gold___disk_removal_and_node_offline_rfx,Sudharshan
cdp.curator.goldsuite_iointegrity.test_goldsuite.CuratorGoldSuiteTest.test_gold___encryption_only,Sudharshan
cdp.curator.goldsuite_iointegrity.test_goldsuite.CuratorGoldSuiteTest.test_gold___disk_removal_and_node_offline_with_encryption,Sudharshan
cdp.curator.goldsuite_iointegrity.test_goldsuite.CuratorGoldSuiteTest.test_gold___disk_removal_and_node_offline_rfx,Sudharshan
cdp.curator.goldsuite_iointegrity.test_goldsuite.CuratorGoldSuiteTest.test_gold___disk_offline_and_node_removal,Sudharshan
cdp.curator.goldsuite_iointegrity.test_goldsuite.CuratorGoldSuiteTest.test_gold___disk_offline_and_bg_task_retention,Sudharshan
cdp.stargate.aes.test_bg_scan_verification.TestBackgroundScanOps.test_bg_scan_random_operations,Sudharshan
cdp.stargate.robo_encryption.test_io_integrity_compression_snapshot_encryption.CompressionSnapshotEncryptionIOIntegrityTest.test_mantle_key_workflow,Sudharshan
cdp.stargate.power_cycling.test_crash.CrashTest~~~nvme_serviceability.test_all_hypervisors_crash,Sudharshan
cdp.stargate.power_cycling.test_io_integrity_power_cycling.PowerCyclingIOIntegrityTest~~~nvme_serviceability.test_io_integrity___node_power_cycle,Sudharshan
cdp.stargate.power_cycling.test_io_integrity_power_cycling.PowerCyclingIOIntegrityTest~~~nvme_serviceability.test_io_integrity___svm_power_cycle,Sudharshan
cdp.stargate.erasure_code.test_ec_mixed_io_integrity.ECMixedIOIntegrityTest~~~Encryption.test_ei_io_integrity___ft2,Shilpa
cdp.stargate.qos_policy.vm_throttling.test_qos_policy.TestQOSPolicy.test_policy_advance___clone_esx,Shilpa
mercury.s3m.test_s3m_pc.TestSessionManagementPC.test_pc_iamv2_cookie_management_ui,Shilpa
cdp.stargate.storage_policy.pcdr.test_sp_pcdr.TestStoragePolicyPCDR.test_sp_pcdr___sp_updated_after_backup_and_vm_override,Shilpa
cdp.stargate.storage_policy.pcdr.test_sp_pcdr.TestStoragePolicyPCDR.test_sp_pcdr___multiple_crash_and_recoveries,Shilpa
cdp.stargate.storage_policy.pcdr.test_sp_pcdr.TestStoragePolicyPCDR.test_sp_pcdr___sp_marked_for_removal,Shilpa
cdp.stargate.storage_policy.pcdr.test_sp_pcdr.TestStoragePolicyPCDR.test_sp_pcdr___sp_deleted_after_backup,Shilpa
cdp.hades.disk_api_tests.test_disk_v4_api.TestDiskV4API.test_random_api_when_hades_is_down,Shilpa
cdp.hades.disk_api_tests.test_disk_v4_api.TestDiskV4API.test_disk_repartition_add_zeus_api,Shilpa
cdp.hades.all_nvme_support.test_all_nvme_support.TestAllNvmeSupport.test_disk_remove_add,Shilpa
cdp.stargate.erasure_code.aesdb_corrupt.test_erasure_aesdb_corrupt.ErasureAESDBCorrupt.test_erasure_aesdb_corrupt___corrupt_sstable_blocks,Shilpa
cdp.stargate.erasure_code.aesdb_corrupt.test_erasure_aesdb_corrupt.ErasureAESDBCorrupt.test_erasure_aesdb_corrupt___truncate_manifest,Shilpa
cdp.stargate.erasure_code.aesdb_corrupt.test_erasure_aesdb_corrupt.ErasureAESDBCorrupt.test_erasure_aesdb_corrupt___corrupt_random_sstable_blocks,Shilpa
cdp.stargate.erasure_code.aesdb_corrupt.test_erasure_aesdb_corrupt.ErasureAESDBCorrupt.test_erasure_aesdb_corrupt___truncate_manifest_curator_test,Shilpa
cdp.stargate.flash_mode.entity_level_tests.test_container_properties.ContainerPropertiesTests.test_container___vm,Shilpa
cdp.stargate.flash_mode.entity_level_tests.test_container_properties.ContainerPropertiesTests.test_container___vg,Shilpa
cdp.stargate.erasure_code.node_down.test_ec_node_down_integrity.ECNodeDownIntegrityTest~~~data_in_transit.test_ec_node_down_integrity___erasure_one_block_down,Shilpa
cdp.stargate.erasure_code.node_down.test_ec_node_down_integrity.ECNodeDownIntegrityTest~~~Inline_EC.test_ec_node_down_integrity___erasure_one_block_down,Shilpa
cdp.stargate.erasure_code.node_down.test_ec_node_down_integrity.ECNodeDownIntegrityTest~~~Inline_EC.test_ec_node_down_integrity,Shilpa
cdp.stargate.erasure_code.test_ec_vm_clone_io_integrity.ECCloneVMIntegrityTest~~~Inline_EC.test_ec_vm_clone_io_integrity,Shilpa
cdp.stargate.erasure_code.power_cycling.test_ec_power_cycle_io_integrity.ECPowerCycleIOIntegrityTest~~~Inline_EC.test_io_integrity_svm_power_cycle___mixed,Shilpa
cdp.stargate.erasure_code.power_cycling.test_ec_power_cycle_io_integrity.ECPowerCycleIOIntegrityTest~~~Inline_EC.test_io_integrity_svm_power_cycle,Shilpa
manageability.ui.pe.vm.rf1.test_rf1_workflow.RF1WorkflowTest.test_container_and_vm_creation,Shilpa
cdp.stargate.encryption.test_io_integrity_dedup_compression_snapshot_encryption.DedupCompressionSnapshotEncryptionIOIntegrityTest.test_encryption_io_integrity_with_rekey_ei___ekm,Shilpa
cdp.stargate.encryption.test_io_integrity_dedup_compression_snapshot_encryption.DedupCompressionSnapshotEncryptionIOIntegrityTest.test_encryption_io_integrity_with_node_remove_add,Shilpa
cdp.stargate.encryption.test_io_integrity_dedup_compression_snapshot_encryption.DedupCompressionSnapshotEncryptionIOIntegrityTest.test_encryption_io_integrity_with_node_remove_add___ekm,Shilpa
cdp.stargate.erasure_code.test_ec_mixed_io_integrity.ECMixedIOIntegrityTest~~~Blockstore_SPDK.test_ei_io_integrity,Shilpa
cdp.stargate.erasure_code.test_ec_vm_clone_io_integrity.ECCloneVMIntegrityTest.test_ec_vm_clone_io_integrity,Shilpa
cdp.stargate.vdiskmigration.test_vdiskmigrate.VdiskMigrationTest.test_vdisk_migrate___dedup_compression_ec,Shilpa
cdp.stargate.dedup_compression.test_io_integrity_dedup_compression_snapshot.DedupCompressionSnapshotIOIntegrityTest.test_io_integrity___add_remove_node,Shilpa
cdp.stargate.erasure_code.test_erasure_overwrite_with_checksum_size_toggle.ErasureOverwriteChecksumToggleTest~~~Inline_EC.test_erasure_integrity,Shilpa
cdp.stargate.erasure_code.test_ec_mixed_snapshot_io_integrity.ECMixedSnapshotIOIntegrityTest.test_io_integrity___block_io_integrity_ft2,Shilpa
cdp.stargate.erasure_code.erasure_recode.test_erasure_recode_io_integrity.ECRecodeIOIntegrityTest~~~Inline_EC.test_io_integrity_ft2,Shilpa
cdp.stargate.erasure_code.erasure_recode.test_erasure_recode_io_integrity.ECRecodeIOIntegrityTest.test_io_integrity___ei_gflags,Shilpa
cdp.stargate.storage_policy.snapshot_clone.test_snapshot_clone.TestSPSnapshotClone.test_sp_recovery_point___shared_data,Shilpa
cdp.stargate.storage_policy.snapshot_clone.test_snapshot_clone.TestSPSnapshotClone.test_sp_clone___pc_shared_data,Shilpa
cdp.stargate.storage_policy.rf.test_sp_rf.TestSPRF.test_rf___interOp_with_resiliency_reporting,Shilpa
cdp.stargate.storage_policy.snapshot_clone.test_snapshot_clone.TestSPSnapshotClone.test_sp_snapshot___clone_inplace_restore_vm_on_pe,Shilpa
cdp.stargate.storage_policy.snapshot_clone.test_snapshot_clone.TestSPSnapshotClone.test_sp_recovery_point___clone_replicate_restore_vm_on_pc,Shilpa
cdp.stargate.storage_policy.snapshot_clone.test_snapshot_clone.TestSPSnapshotClone.test_sp_protection_domain___restore_entities_via_clone_and_in_place_restore,Shilpa
cdp.stargate.storage_policy.snapshot_clone.test_snapshot_clone.TestSPSnapshotClone.test_sp_clone___pe_and_pc,Shilpa
cdp.stargate.storage_policy.snapshot_clone.test_snapshot_clone.TestSPSnapshotClone.test_sp_snapshot___chain_with_stale_policy,Shilpa
cdp.stargate.storage_policy.snapshot_clone.test_snapshot_clone.TestSPSnapshotClone.test_sp_snapshot___chain_with_different_policies,Shilpa
cdp.stargate.storage_policy.io_integrity.test_sp_io_integrity.TestSPIntegrity~~~with_ec_dedup.test_storage_policy_integrity___snapshot,Shilpa
cdp.stargate.storage_policy.io_integrity.test_sp_io_integrity.TestSPIntegrity.test_storage_policy_integrity___snapshot_with_mixed_EI,Shilpa
cdp.stargate.storage_policy.io_integrity.test_sp_io_integrity.TestSPIntegrity.test_storage_policy_integrity___snapshot,Shilpa
cdp.stargate.storage_policy.io_integrity.test_sp_io_integrity.TestSPIntegrity.test_storage_policy_integrity___snapshot_with_EI,Shilpa
cdp.stargate.erasure_code.aesdb_corrupt.test_erasure_aesdb_corrupt.ErasureAESDBCorrupt.test_erasure_aesdb_corrupt___corrupt_sstable_block_curator_test_ft2,Shilpa
cdp.stargate.erasure_code.aesdb_corrupt.test_erasure_aesdb_corrupt.ErasureAESDBCorrupt.test_erasure_aesdb_corrupt___corrupt_sstable_blocks_ft2,Shilpa
cdp.stargate.erasure_code.aesdb_corrupt.test_erasure_aesdb_corrupt.ErasureAESDBCorrupt.test_erasure_aesdb_corrupt___truncate_manifest_curator_test_ft2,Shilpa
cdp.stargate.erasure_code.aesdb_corrupt.test_erasure_aesdb_corrupt.ErasureAESDBCorrupt.test_erasure_aesdb_corrupt___truncate_sstable_ft2,Shilpa
cdp.stargate.erasure_code.aesdb_corrupt.test_erasure_aesdb_corrupt.ErasureAESDBCorrupt.test_erasure_aesdb_corrupt___truncate_sstable,Shilpa
cdp.stargate.erasure_code.test_ec_mixed_snapshot_io_integrity.ECMixedSnapshotIOIntegrityTest.test_ei_io_integrity___block_io_integrity_ft2,Shilpa
cdp.stargate.erasure_code.node_down.test_ec_node_down_integrity.ECNodeDownIntegrityTest~~~Inline_EC.test_ec_node_down_integrity___erasure_two_blocks_down,Shilpa
cdp.stargate.erasure_code.node_down.test_ec_node_down_integrity.ECNodeDownIntegrityTest.test_ec_node_down_integrity___erasure_two_blocks_down,Shilpa
cdp.stargate.erasure_code.erasure_recode.test_erasure_recode_io_integrity.ECRecodeIOIntegrityTest~~~Inline_EC.test_io_integrity_ft2___node_down,Shilpa
cdp.stargate.erasure_code.erasure_recode.test_erasure_recode_io_integrity.ECRecodeIOIntegrityTest~~~Inline_EC.test_io_integrity_ft2___ei_gflags,Shilpa
cdp.stargate.erasure_code.erasure_recode.test_erasure_recode_io_integrity.ECRecodeIOIntegrityTest~~~Inline_EC.test_io_integrity___ei_gflags,Shilpa
cdp.stargate.erasure_code.erasure_recode.test_erasure_recode_io_integrity.ECRecodeIOIntegrityTest~~~Inline_EC.test_io_integrity,Shilpa
cdp.stargate.erasure_code.erasure_recode.test_erasure_recode_io_integrity.ECRecodeIOIntegrityTest.test_io_integrity_ft2___node_down,Shilpa
cdp.stargate.erasure_code.erasure_recode.test_erasure_recode_io_integrity.ECRecodeIOIntegrityTest.test_io_integrity_ft2___ei_gflags,Shilpa
cdp.stargate.erasure_code.erasure_recode.test_erasure_recode_io_integrity.ECRecodeIOIntegrityTest.test_io_integrity_ft2,Shilpa
cdp.stargate.erasure_code.erasure_recode.test_erasure_recode_io_integrity.ECRecodeIOIntegrityTest.test_io_integrity,Shilpa
cdp.stargate.storage_policy.error_injection.test_ei.TestStoragePolicyErrorInjection.test_storage_policy___create_random,Shilpa
cdp.stargate.storage_policy.error_injection.test_ei.TestStoragePolicyErrorInjection.test_storage_policy___add_disk_random,Shilpa
cdp.external_storage.stargate.test_pure_storage.TestPureStorage.test_disk_deletion_operations,Shilpa
manageability.ui.pc.qos.test_qos.QOSTest.test_set_invalid_throughput_for_single_vm,Shilpa
manageability.api.enhanced_pc_rbac.containers.test_rbac_containers.TestRbacContainers.test_rbac_containers,Shilpa
cdp.stargate.qos_policy.vm_throttling.test_qos_policy.TestQOSPolicy.test_policy_advance___snapshot,Shilpa
cdp.stargate.erasure_code.test_ec_mixed_snapshot_io_integrity.ECMixedSnapshotIOIntegrityTest.test_io_integrity___ft2,Shilpa
cdp.stargate.erasure_code.erasure_decode.test_erasure_decode_io_integrity.ErasureDecodeIOIntegrity~~~Inline_EC.test_erasure_component_ei_decode_io_integrity,Shilpa
cdp.stargate.erasure_code.erasure_decode.test_erasure_decode_io_integrity.ErasureDecodeIOIntegrity~~~Inline_EC.test_erasure_decode_io_integrity,Shilpa
manageability.ui.pe.rack_awareness.test_rack_awareness.RackAwarenessTest.test_verify_display_warning_message_for_non_pro_license,Shilpa
cdp.stargate.flash_mode.entity_level_tests.test_diskless_entities.DisklessEntityTests.test_vdiskless_behavior___vm,Shilpa
cdp.stargate.flash_mode.entity_level_tests.test_diskless_entities.DisklessEntityTests.test_vdiskless_behavior___vg,Shilpa
dr.ahv_sync_rep.vg_sync_rep.castor_smoke.test_volume_group_rest_v3.VolumeGroupRestV3Test.test_disk_update,Shilpa
dr.ahv_sync_rep.vg_sync_rep.castor_smoke.test_volume_group_rest_v3.VolumeGroupRestV3Test.test_disk_add,Shilpa
envoy.secure_communication.zookeeper.test_zookeeper.TestSecureZookeeper.test_secure_tcp_zookeeper___reg,Shilpa
cdp.stargate.erasure_code.power_cycling.test_ec_power_cycle_io_integrity.ECPowerCycleIOIntegrityTest~~~Inline_EC.test_io_integrity_svm_power_cycle___system_crash,Shilpa
cdp.stargate.erasure_code.disk_operations.test_erasure_disk_remove_add_integrity.ECDiskRemoveAdd~~~Inline_EC.test_disk_remove_add_integrity___remove_metadata_disk,Shilpa
cdp.stargate.erasure_code.disk_operations.test_erasure_disk_remove_add_integrity.ECDiskRemoveAdd~~~Inline_EC.test_disk_remove_add_integrity___remove_hdd,Shilpa
cdp.stargate.erasure_code.test_erasure_on_off_io_integrity.ErasureOnOffIOIntegrityTest~~~Inline_EC.test_erasure_on_off_io_integrity___component_ei,Shilpa
cdp.stargate.erasure_code.test_erasure_on_off_io_integrity.ErasureOnOffIOIntegrityTest~~~Inline_EC.test_erasure_on_off_io_integrity,Shilpa
cdp.stargate.erasure_code.test_ec_mixed_io_integrity.ECMixedIOIntegrityTest~~~Inline_EC.test_io_integrity,Shilpa
cdp.stargate.erasure_code.test_ec_mixed_io_integrity.ECMixedIOIntegrityTest~~~Inline_EC.test_ei_io_integrity,Shilpa
cdp.stargate.erasure_code.test_ec_mixed_snapshot_io_integrity.ECMixedSnapshotIOIntegrityTest~~~Encryption.test_io_integrity,Shilpa
cdp.stargate.encryption.test_io_integrity_dedup_compression_snapshot_encryption.DedupCompressionSnapshotEncryptionIOIntegrityTest.test_encryption_io_integrity_with_rekey_ei,Shilpa
cdp.stargate.erasure_code.test_erasure_on_off_io_integrity.ErasureOnOffIOIntegrityTest~~~Encryption.test_erasure_on_off_io_integrity___component_ei,Shilpa
cdp.stargate.dedup_compression.test_io_integrity_dedup_compression_snapshot.DedupCompressionSnapshotIOIntegrityTest~~~Encryption.test_io_integrity___dedupe,Shilpa
cdp.stargate.dedup_compression.test_io_integrity_dedup_compression_snapshot.DedupCompressionSnapshotIOIntegrityTest~~~AES.test_io_integrity___ei_dedup_compression,Shilpa
cdp.stargate.dedup_compression.test_io_integrity_dedup_compression_snapshot.DedupCompressionSnapshotIOIntegrityTest~~~AES.test_io_integrity___dedup_compression,Shilpa
cdp.stargate.enforceftc.test_enforceftc_basic.FtcEnforcementBasic.test_precheck_rf1container,Shilpa
cdp.stargate.dedup_copyblockmap.test_dedup_io_integrity_with_cbm.TestDedupIOIntegrityWithCBM.test_io_integrity,Shilpa
cdp.stargate.dedup_compression.test_io_integrity_dedup_compression_snapshot.DedupCompressionSnapshotIOIntegrityTest.test_io_integrity___ei_dedup_compression,Shilpa
cdp.stargate.dedup_compression.test_io_integrity_dedup_compression_snapshot.DedupCompressionSnapshotIOIntegrityTest.test_io_integrity___dedupe,Shilpa
cdp.stargate.dedup_compression.test_io_integrity_dedup_compression_snapshot.DedupCompressionSnapshotIOIntegrityTest.test_io_integrity___compression,Shilpa
cdp.stargate.flash_mode.entity_level_tests.test_disk_add_remove.DiskAddRemoveTests.test_all_vdisk_exclude___vm,Shilpa
cdp.stargate.flash_mode.entity_level_tests.test_disk_add_remove.DiskAddRemoveTests.test_all_vdisk_exclude___vg,Shilpa
cdp.stargate.erasure_code.disk_operations.test_erasure_disk_remove_add_integrity.ECDiskRemoveAdd~~~Inline_EC.test_disk_remove_add_integrity___remove_primary_curator_disk,Shilpa
cdp.stargate.dedup_compression.test_io_integrity_dedup_compression_snapshot.DedupCompressionSnapshotIOIntegrityTest.test_io_integrity___dedup_compression,Shilpa
manageability.ui.pe.home_page.test_storage_summary_widget.StorageSummaryWidgetTest.test_storage_summary_widget___decrease_container_rf_rack_aware,Shilpa
manageability.ui.pe.home_page.test_storage_summary_widget.StorageSummaryWidgetTest.test_storage_summary_widget___decrease_container_rf_node_aware,Shilpa
manageability.ui.pe.home_page.test_storage_summary_widget.StorageSummaryWidgetTest.test_storage_summary_widget___decrease_container_rf_block_aware,Shilpa
manageability.ui.pe.home_page.test_data_resiliency_widget.DataResiliencyTest.test_data_resiliency_widget___decrease_container_rf_rack_aware,Shilpa
manageability.ui.pe.home_page.test_data_resiliency_widget.DataResiliencyTest.test_data_resiliency_widget___decrease_container_rf_node_aware,Shilpa
manageability.ui.pe.home_page.test_data_resiliency_widget.DataResiliencyTest.test_data_resiliency_widget___decrease_container_rf_block_aware,Shilpa
rest.test_volume_group_v3.VolumeGroupRestTest.test_disk_update,Shilpa
rest.test_volume_group_v3.VolumeGroupRestTest.test_disk_add,Shilpa
cdp.stargate.erasure_code.power_cycling.test_ec_power_cycle_io_integrity.ECPowerCycleIOIntegrityTest~~~Inline_EC.test_io_integrity_node_power_cycle,Shilpa
cdp.stargate.erasure_code.test_erasure_egroup_ei_mixed_io_integrity.ECEgroupEIMixedIOIntegrityTest~~~Inline_EC.test_io_integrity,Shilpa
cdp.stargate.erasure_code.test_erasure_egroup_ei_mixed_io_integrity.ECEgroupEIMixedIOIntegrityTest~~~Encryption.test_io_integrity,Shilpa
cdp.stargate.erasure_code.disk_operations.test_erasure_disk_remove_add_integrity.ECDiskRemoveAdd~~~AES.test_disk_remove_add_integrity___remove_primary_curator_disk,Shilpa
cdp.stargate.erasure_code.disk_operations.test_erasure_disk_remove_add_integrity.ECDiskRemoveAdd~~~AES.test_disk_remove_add_integrity___remove_metadata_disk,Shilpa
cdp.stargate.erasure_code.disk_operations.test_erasure_disk_remove_add_integrity.ECDiskRemoveAdd~~~AES.test_disk_remove_add_integrity___remove_hdd,Shilpa
cdp.stargate.abs.test_abs_io_integrity_dedup_compression_snapshot.ABSDedupCompressionSnapshotIOIntegrityTest.test_abs_svm_power_cycle_io_integrity,Shilpa
mercury.s3m.test_s3m_pc.TestSessionManagementPC~~~1_node.test_pc_iamv2_cookie_management_ui,Shilpa
mercury.s3m.test_s3m_pc.TestSessionManagementPC~~~1_node.test_idf_down_api_response_max_sessions,Shilpa
mercury.s3m.test_s3m_pc.TestSessionManagementPC~~~1_node.test_session_invalidation,Shilpa
mercury.sanity.test_pe_pc_comm.TestPePcComm.test_pe_pc_communication_large_api___network_delay,Shilpa
mercury.sanity.test_pe_pc_comm.TestPePcComm.test_pe_pc_communication_large_api___packet_loss,Shilpa
mercury.sanity.test_pe_pc_comm.TestPePcComm.test_pe_pc_communication_large_api___packet_corruption,Shilpa
cdp.stargate.storage_policy.rbac.test_storage_policy_rbac.TestStoragePolicyRBAC.test_storage_policy_grbac,Shilpa
cdp.stargate.storage_policy.api.test_storage_policy.TestStoragePolicy.test_storage_policy___sp_operations,Shilpa
cdp.stargate.storage_policy.compliance.test_storage_compliance.TestStorageCompliance.test_storage_compliance___ahv_snapshot_clones,Shilpa
